id,name,slug,universityType,populationType,cost,undergraduates,admissionRate,freshmanSatisfaction,inStateTuition,outOfStateTuition,admissionDeadline,chance,applicationStatus,financialAidStatus,address.street1,address.city,address.state,address.zipCode
1651,Southern Adventist University,southern-adventist-university,Private,Coed,$$,2448.0,"81% of 1,619 applicants were admitted",79.1,"  $21,950","  $21,950",Rolling,,,,PO Box 370,Collegedale,TN,37315-0370
856,Southern Arkansas University,southern-arkansas-university,Public,Coed,$$,3160.0,"70% of 3,604 applicants were admitted",67.0,"   $8,980","  $13,480",August 27,,,,100 East University,Magnolia,AR,71753
3187,Southern Baptist Theological Seminary,southern-baptist-theological-seminary,Private,Coed,,668.0,71% of 110 applicants were admitted,78.0,Not reported,Not reported,July 15,,,,2825 Lexington Road,Louisville,KY,40280-0004
743,Southern California Institute of Architecture,southern-california-institute-of-architecture,Private,Coed,,255.0,73% of 214 applicants were admitted,94.0,"  $44,860","  $44,860",Rolling,,,,960 East Third Street,Los Angeles,CA,90013
3041,Southern California Institute of Technology,southern-california-institute-of-technology,Private for-profit,Coed,,511.0,Not reported,79.0,Not reported,Not reported,,,,,525 North Muller Street,Anaheim,CA,92801
2059,Southern California Seminary,southern-california-seminary,Private,Coed,,60.0,45% of 20 applicants were admitted,29.0,Not reported,Not reported,Rolling,,,,2075 East Madison Avenue,El Cajon,CA,92019
64,Southern Connecticut State University,southern-connecticut-state-university,Public,Coed,$$,7963.0,"64% of 8,625 applicants were admitted",77.0,"  $10,954","  $22,194",Rolling,,,,501 Crescent Street,New Haven,CT,06515-1355
1744,Southern Illinois University Carbondale,southern-illinois-university-carbondale,Public,Coed,$$,8466.0,"66% of 5,377 applicants were admitted",75.1,"  $14,864","  $14,864",Rolling,,,,1263 Lincoln Dr,Carbondale,IL,62901-4701
1743,Southern Illinois University Edwardsville,southern-illinois-university-edwardsville,Public,Coed,$$,10400.0,"86% of 7,306 applicants were admitted",79.0,"  $12,219",Not reported,May 1,,,,1 Hairpin Dr,Edwardsville,IL,62026
1147,Southern Methodist University,southern-methodist-university,Private,Coed,$$$,6710.0,"47% of 13,959 applicants were admitted",91.0,"  $58,540","  $58,540",January 15,,,,6425 Boaz Lane,Dallas,TX,75275
778,Southern Nazarene University,southern-nazarene-university,Private,Coed,,1647.0,33% of 979 applicants were admitted,66.7,Not reported,Not reported,August 15,,,,6729 Northwest 39th Expressway,Bethany,OK,73008
1165,Southern New Hampshire University,southern-new-hampshire-university,Private,Coed,$$,3011.0,"86% of 4,874 applicants were admitted",71.1,"   $9,980","   $9,980",February 1,,,,2500 North River Road,Manchester,NH,03106-1045
780,Southern Oregon University,southern-oregon-university,Public,Coed,$$,5011.0,"78% of 2,514 applicants were admitted",67.0,"   $9,615","  $25,545",Rolling,,,,1250 Siskiyou Boulevard,Ashland,OR,97520
1087,Southern University and Agricultural and Mechanical College,southern-university-and-agricultural-and-mechanical-college,Public,Coed,,5838.0,"53% of 8,482 applicants were admitted",68.2,Not reported,Not reported,,,,,801 Harding Blvd,Baton Rouge,LA,70813
1075,Southern University at New Orleans,southern-university-at-new-orleans,Public,Women Only,,2590.0,79% of 801 applicants were admitted,43.4,Not reported,Not reported,July 1,,,,6400 Press Drive,New Orleans,LA,70126-1009
922,Southern Utah University,southern-utah-university,Public,Coed,$$,10274.0,"78% of 12,248 applicants were admitted",73.6,"   $6,770","  $20,586",May 1,,,,351 West University Boulevard,Cedar City,UT,84720-2498
3084,Southern Virginia University,southern-virginia-university,Private,Coed,,749.0,"52% of 1,346 applicants were admitted",48.0,Not reported,Not reported,July 31,,,,One College Hill Drive,Buena Vista,VA,24416
1454,Southern Wesleyan University,southern-wesleyan-university,Private,Coed,,1456.0,94% of 575 applicants were admitted,70.0,Not reported,Not reported,August 1,,,,"907 Wesleyan Drive, PO Box 1020",Central,SC,29630-1020
1741,Southwest Baptist University,southwest-baptist-university,Private,Coed,$$,2588.0,"71% of 1,973 applicants were admitted",69.0,"  $25,440","  $25,440",Rolling,,,,1600 University Avenue,Bolivar,MO,65613-2597
1739,Southwest Minnesota State University,southwest-minnesota-state-university,Public,Coed,,3417.0,Not reported,59.0,Not reported,Not reported,September 1,,,,1501 State Street,Marshall,MN,56258
2069,Southwest University,southwest-university,Private for-profit,Coed,,,Not reported,,Not reported,Not reported,,,,,2200 Veterans Memorial Boulevard,Kenner,LA,70062
1915,Southwest University of Visual Arts,southwest-university-of-visual-arts,Private for-profit,Coed,,177.0,Not reported,78.0,Not reported,Not reported,,,,,2525 North Country Club Road,Tucson,AZ,85716-2505
766,Southwestern Adventist University,southwestern-adventist-university,Private,Coed,$$,799.0,"60% of 1,400 applicants were admitted",81.0,"  $22,188","  $22,188",August 1,,,,100 Hillcrest Drive,Keene,TX,76059
857,Southwestern Assemblies of God University,southwestern-assemblies-of-god-university,Private,Coed,$$,1790.0,97% of 515 applicants were admitted,72.0,"  $20,952","  $20,952",Rolling,,,,1200 Sycamore Street,Waxahachie,TX,75165-5735
1286,Southwestern Christian College,southwestern-christian-college,Private,Coed,,,Not reported,,Not reported,Not reported,August 1,,,,"Box 10, 200 Bowser Street",Terrell,TX,75160
1384,Southwestern Christian University,southwestern-christian-university,Private,Coed,$$,325.0,Not reported,,"  $18,630","  $18,630",Rolling,,,,PO Box 340,Bethany,OK,73008-0340
1143,Southwestern College,southwestern-college,Private,Coed,$$,1360.0,51% of 914 applicants were admitted,66.0,"  $33,250","  $33,250",August 24,,,,100 College Street,Winfield,KS,67156-2499
773,Southwestern Oklahoma State University,southwestern-oklahoma-state-university,Public,Coed,$$,4092.0,"91% of 2,220 applicants were admitted",61.0,"   $7,695","  $14,595",Rolling,,,,100 Campus Drive,Weatherford,OK,73096-3098
785,Southwestern University,southwestern-university,Private,Coed,$$$,1507.0,"49% of 4,766 applicants were admitted",86.0,"  $45,120","  $45,120",February 1,,,,1001 East University Avenue,Georgetown,TX,78626
1077,Spalding University,spalding-university,Private,Coed,$$,1316.0,51% of 990 applicants were admitted,,"  $24,500","  $24,500",Rolling,,,,845 South Third Street,Louisville,KY,40203-2188
3328,Spartan College of Aeronautics and Technology,spartan-college-of-aeronautics-and-technology,Private for-profit,Men Only,,1438.0,Not reported,66.0,Not reported,Not reported,Rolling,,,,8820 East Pine Street,Tulsa,OK,74115
1659,Spelman College,spelman-college,Private,Women Only,$$$,2171.0,"39% of 9,451 applicants were admitted",91.0,"  $29,064","  $29,064",February 1,,,,"350 Spelman Lane, SW",Atlanta,GA,30314-4399
1738,Spring Arbor University,spring-arbor-university,Private,Coed,$$,1612.0,"66% of 1,448 applicants were admitted",78.0,"  $28,810","  $28,810",Rolling,,,,106 East Main Street,Spring Arbor,MI,49283-9799
1654,Spring Hill College,spring-hill-college,Private,Coed,$$$,1187.0,"50% of 7,616 applicants were admitted",69.6,"  $40,648","  $40,648",Rolling,,,,4000 Dauphin Street,Mobile,AL,36608-1791
69,Springfield College,springfield-college,Private,Coed,$$$,2175.0,Not reported,86.0,"  $38,565","  $38,565",Rolling,,,,263 Alden Street,Springfield,MA,01109-3797
978,St. Ambrose University,st-ambrose-university,Private,Coed,$$,2260.0,"64% of 4,877 applicants were admitted",76.0,"  $32,758","  $32,758",Rolling,,,,518 West Locust Street,Davenport,IA,52803-2898
1633,St. Andrews University,st-andrews-university,Private,Coed,,627.0,"41% of 1,104 applicants were admitted",42.0,"  $25,618","  $25,618",Rolling,,,,1700 Dogwood Mile,Laurinburg,NC,28352-5598
1634,St. Augustine's University,st-augustines-university,Private,Coed,$$,944.0,"71% of 4,040 applicants were admitted",55.0,"  $17,890","  $17,890",Rolling,,,,1315 Oakwood Avenue,Raleigh,NC,27610-2298
1891,St. Augustine College,st-augustine-college,Private,Coed,,1430.0,Not reported,68.0,"  $11,400","  $11,400",Rolling,,,,1333-1345 West Argyle,Chicago,IL,60640-3501
20,St. Bonaventure University,st-bonaventure-university,Private,Coed,$$$,1840.0,"75% of 3,058 applicants were admitted",84.0,"  $36,515","  $36,515",Rolling,,,,3261 West State Road,St. Bonaventure,NY,14778-2284
1792,St. Catherine University,st-catherine-university,Private,Women Only,$$$,3153.0,"67% of 2,443 applicants were admitted",80.4,"  $42,263","  $42,263",Rolling,,,,2004 Randolph Avenue,St. Paul,MN,55105
1892,"St. Charles Borromeo Seminary, Overbrook",st-charles-borromeo-seminary-overbrook,Private,Men Only,$$,98.0,100% of 8 applicants were admitted,78.0,"  $21,275","  $21,275",July 15,,,,100 East Wynnewood Road,Wynnewood,PA,19096
905,St. Cloud State University,st-cloud-state-university,Public,Coed,$$,10914.0,"90% of 5,171 applicants were admitted",66.8,"   $8,260","  $16,494",August 1,,,,720 4th Avenue South,St. Cloud,MN,56301-4498
724,St. Edward's University,st-edwards-university,Private,Coed,,3730.0,"74% of 6,046 applicants were admitted",80.5,"  $47,190","  $47,190",Rolling,,,,3001 South Congress Avenue,Austin,TX,78704
22,St. Elizabeth University,college-of-st-elizabeth,Private,Coed,$$$,828.0,"73% of 1,674 applicants were admitted",69.2,"  $34,956","  $34,956",Rolling,,,,2 Convent Road,Morristown,NJ,07960-6989
24,St. Francis College,st-francis-college,Private,Coed,,2598.0,Not reported,76.0,Not reported,Not reported,Rolling,,,,180 Remsen Street,Brooklyn Heights,NY,11201-4398
561,St. John's College,st-johns-college-springfield-il,Private,Women Only,,122.0,68% of 90 applicants were admitted,87.0,Not reported,Not reported,,,,,729 East Carpenter Street,Springfield,IL,62702
1635,St. John's College,st-johns-college-annapolis-md,Private,Coed,$$$,494.0,60% of 909 applicants were admitted,86.0,"  $35,635","  $35,635",Rolling,,,,60 College Avenue,Annapolis,MD,21401
1131,St. John's College,st-johns-college-santa-fe-nm,Private,Coed,$$$,317.0,66% of 422 applicants were admitted,78.0,"  $36,410","  $36,410",Rolling,,,,1160 Camino Cruz Blanca,Santa Fe,NM,87505
29,St. John's University,st-johns-university,Private,Coed,$$$,17088.0,"72% of 29,059 applicants were admitted",82.0,"  $44,510","  $44,510",Rolling,,,,8000 Utopia Parkway,Queens,NY,11439
27,St. John Fisher College,st-john-fisher-college,Private,Coed,$$$,2752.0,"64% of 4,594 applicants were admitted",87.0,"  $35,150","  $35,150",Rolling,,,,3690 East Avenue,Rochester,NY,14618-3597
1331,St. John Vianney College Seminary,st-john-vianney-college-seminary,Private,Men Only,,,100% of 10 applicants were admitted,,Not reported,Not reported,Rolling,,,,2900 Southwest 87th Avenue,Miami,FL,33165-3244
33,St. Joseph's College - Brooklyn Campus,st-josephs-college-brooklyn-campus,Private,Coed,$$$,961.0,"71% of 2,427 applicants were admitted",81.0,"  $29,190","  $29,190",Rolling,,,,245 Clinton Avenue,Brooklyn,NY,11205-3688
17,St. Joseph's College - Long Island Campus,st-josephs-college-long-island-campus,Private,Coed,,3022.0,"73% of 1,744 applicants were admitted",82.0,"  $29,200","  $29,200",Rolling,,,,155 West Roe Boulevard,Patchogue,NY,11772-2399
31,St. Joseph's College of Maine,st-josephs-college-of-maine,Private,Coed,$$$,2384.0,"88% of 1,321 applicants were admitted",76.0,"  $36,720","  $36,720",Rolling,,,,278 Whites Bridge Road,Standish,ME,04084
36,St. Lawrence University,st-lawrence-university,Private,Coed,$$$,2392.0,"42% of 6,998 applicants were admitted",90.5,"  $56,766","  $56,766",February 1,,,,23 Romoda Drive,Canton,NY,13617
1366,St. Louis Christian College,st-louis-christian-college,Private,Coed,$,113.0,27% of 51 applicants were admitted,55.0,"  $11,560","  $11,560",August 7,,,,1360 Grandview Drive,Florissant,MO,63033-6499
3486,St. Louis College of Pharmacy,st-louis-college-of-pharmacy,,Coed,$$$,448.0,72% of 361 applicants were admitted,85.0,"  $29,596","  $29,596",March 1,,,,4588 Parkview Place,St. Louis,MO,63110-1088
1653,St. Mary's College of Maryland,st-marys-college-of-maryland,Public,Coed,$$,1491.0,"84% of 1,621 applicants were admitted",85.0,"  $14,496","  $29,947",January 15,,,,47645 College Drive,St. Mary's City,MD,20686-3001
767,St. Mary's University,st-marys-university,Private,Coed,$$$,2270.0,"79% of 4,861 applicants were admitted",74.0,"  $34,740","  $34,740",Rolling,,,,1 Camino Santa Maria,San Antonio,TX,78228
976,St. Norbert College,st-norbert-college,Private,Coed,$$$,2000.0,"80% of 3,355 applicants were admitted",82.0,"  $40,885","  $40,885",Rolling,,,,100 Grant Street,De Pere,WI,54115-2099
1754,St. Olaf College,st-olaf-college,Private,Coed,$$$,3072.0,"48% of 5,694 applicants were admitted",90.7,"  $51,450","  $51,450",January 15,,,,1520 St. Olaf Avenue,Northfield,MN,55057-1098
41,St. Thomas Aquinas College,st-thomas-aquinas-college,Private,Coed,$$$,1797.0,"81% of 1,864 applicants were admitted",71.0,"  $33,050","  $33,050",Rolling,,,,125 Route 340,Sparkill,NY,10976
1662,St. Thomas University,st-thomas-university,Private,Coed,$$$,3100.0,"55% of 5,062 applicants were admitted",72.3,"  $34,080","  $34,080",Rolling,,,,16401 Northwest 37th Avenue,Miami Gardens,FL,33054-6459
3330,Stanbridge University,stanbridge-college,Private for-profit,Coed,,,Not reported,,Not reported,Not reported,,,,,2041 Business Center Drive,Irvine,CA,92612
781,Stanford University,stanford-university,Private,Coed,$$$,6996.0,"4% of 47,498 applicants were admitted",98.8,"  $56,169","  $56,169",January 2,,,,450 Serra Mall,Stanford,CA,94305-2004
95,State University of New York at Fredonia,state-university-of-new-york-at-fredonia,Public,Coed,$$,4226.0,"71% of 6,277 applicants were admitted",70.0,"   $8,717","  $18,627",Rolling,,,,280 Central Avenue,Fredonia,NY,14063-1136
100,State University of New York at New Paltz,state-university-of-new-york-at-new-paltz,Public,Coed,$$,6807.0,"45% of 14,425 applicants were admitted",85.4,"   $8,502","  $18,412",Rolling,,,,1 Hawk Drive,New Paltz,NY,12561
105,State University of New York at Oswego,state-university-of-new-york-at-oswego,Public,Coed,$$,6920.0,"54% of 12,669 applicants were admitted",77.4,"   $8,717","  $18,627",Rolling,,,,7060 Route 104,Oswego,NY,13126
92,State University of New York College at Cortland,state-university-of-new-york-college-at-cortland,Public,Coed,$$,6295.0,"46% of 12,942 applicants were admitted",80.0,"   $8,806","  $18,716",Rolling,,,,PO Box 2000,Cortland,NY,13045
98,State University of New York College at Geneseo,state-university-of-new-york-college-at-geneseo,Public,Coed,$$,5240.0,"65% of 10,433 applicants were admitted",85.0,"   $8,927","  $18,837",January 1,,,,1 College Circle,Geneseo,NY,14454-1401
103,State University of New York College at Oneonta,state-university-of-new-york-college-at-oneonta,Public,Coed,,6064.0,"56% of 12,603 applicants were admitted",80.3,"   $8,922","  $18,972",April 1,,,,Ravine Parkway,Oneonta,NY,13820-4015
110,State University of New York College at Potsdam,state-university-of-new-york-college-at-potsdam,Public,Coed,$$,3063.0,"68% of 5,079 applicants were admitted",72.9,"   $8,711","  $18,621",Rolling,,,,44 Pierrepont Avenue,Potsdam,NY,13676
1302,State University of New York College of Agriculture and Technology at Cobleskill,state-university-of-new-york-college-of-agriculture-and-technology-at-cobleskill,,Coed,$$,2197.0,"55% of 2,364 applicants were admitted",56.0,"   $8,634","  $18,544",Rolling,,,,State Route 7,Cobleskill,NY,12043
94,State University of New York College of Environmental Science and Forestry,state-university-of-new-york-college-of-environmental-science-and-forestry,Public,Coed,$$,1861.0,"61% of 2,018 applicants were admitted",84.0,"   $9,115","  $19,025",January 15,,,,1 Forestry Drive,Syracuse,NY,13210-2779
3487,State University of New York College of Technology at Delhi,state-university-of-new-york-college-of-technology-at-delhi,,Coed,$$,2999.0,"72% of 5,148 applicants were admitted",73.0,"   $8,920","  $12,490",Rolling,,,,454 Delhi Drive,Delhi,NY,13753
114,State University of New York Institute of Technology,state-university-of-new-york-institute-of-technology,Public,Coed,$$,2184.0,"62% of 2,984 applicants were admitted",80.0,"   $8,561","  $18,471",Rolling,,,,100 Seymour Road,Utica,NY,13502
118,State University of New York Maritime College,state-university-of-new-york-maritime-college,Public,Coed,$$,1586.0,"72% of 1,355 applicants were admitted",86.0,"   $8,508","  $18,418",April 15,,,,6 Pennyfield Avenue,Throggs Neck,NY,10465-4198
107,State University of New York Plattsburgh,state-university-of-new-york-plattsburgh,Public,Coed,$$,5297.0,"57% of 7,960 applicants were admitted",75.0,"   $9,144","  $19,190",Rolling,,,,101 Broad Street,Plattsburgh,NY,12901-2681
120,State University of New York Upstate Medical University,state-university-of-new-york-upstate-medical-university,Public,Coed,,296.0,34% of 477 applicants were admitted,,Not reported,Not reported,,,,,750 East Adams Street,Syracuse,NY,13210
782,Stephen F. Austin State University,stephen-f-austin-state-university,Public,Coed,$$,11494.0,"68% of 10,664 applicants were admitted",70.0,"   $7,620","  $20,280",Rolling,,,,1936 North Street,Nacogdoches,TX,75962
1737,Stephens College,stephens-college,Private,Women Only,$$,555.0,"54% of 1,153 applicants were admitted",89.0,"  $30,950","  $30,950",Rolling,,,,1200 East Broadway,Columbia,MO,65215-0002
